Word            	Accuracy
sayest          	100.0
saxons          	100.0
saxon           	100.0
sawyer          	100.0
saws            	100.0
sawdust         	100.0
savoy           	100.0
savoury         	100.0
savour          	100.0
saviour         	100.0
savings         	100.0
saving          	100.0
saves           	100.0
save            	100.0
savages         	100.0
savagery        	100.0
savagely        	100.0
savage          	100.0
saunters        	100.0
sauntered       	100.0
saunter         	100.0
saucer          	100.0
saucepan        	100.0
sauce           	100.0
saturnalia      	100.0
saturdays       	100.0
saturday        	100.0
satisfy         	100.0
satisfies       	100.0
satisfier       	100.0
satisfied       	100.0
satisfactory    	100.0
satisfaction    	100.0
satin           	100.0
satiated        	100.0
satanical       	100.0
satanic         	100.0
satan           	100.0
sarcastic       	100.0
sarcasm         	100.0
sarahs          	100.0
sarah           	100.0
sap             	100.0
sanum           	100.0
sanitary        	100.0
sanguine        	100.0
sanguinary      	100.0
sane            	100.0
sandyseal       	100.0
sandy           	100.0
sandwiches      	100.0
sands           	100.0
sandford        	100.0
sandals         	100.0
sandal          	100.0
sanctuary       	100.0
sanctifying     	100.0
sanctified      	100.0
sancho          	100.0
sana            	100.0
san             	100.0
samuel          	100.0
sample          	100.0
sam             	100.0
salvation       	100.0
saluted         	100.0
salute          	100.0
salutation      	100.0
salutary        	100.0
salts           	100.0
salting         	100.0
salted          	100.0
salt            	100.0
saloons         	100.0
saloon          	100.0
salon           	100.0
salmon          	100.0
salads          	100.0
sake            	100.0
saith           	100.0
sailors         	100.0
sailorman       	100.0
sailor          	100.0
sailing         	100.0
sailed          	100.0
sagging         	100.0
sage            	100.0
sagacious       	100.0
safest          	100.0
safely          	100.0
safeguards      	100.0
sadness         	100.0
sadly           	100.0
saddler         	100.0
saddle          	100.0
sacrificing     	100.0
sacrifices      	100.0
sacrifice       	100.0
sacramento      	100.0
sacks           	100.0
sabbath         	100.0
ryo             	100.0
ruth            	100.0
rut             	100.0
rusty           	100.0
rustling        	100.0
rustled         	100.0
rustle          	100.0
rustic          	100.0
rust            	100.0
ruskin          	100.0
rushing         	100.0
rushes          	100.0
rushed          	100.0
rush            	100.0
running         	100.0
rumor           	100.0
rummaged        	100.0
ruminated       	100.0
rumbling        	100.0
rumbled         	100.0
ruling          	100.0
rulers          	100.0
ruled           	100.0
rule            	100.0
ruins           	100.0
ruining         	100.0
ruined          	100.0
ruin            	100.0
rugs            	100.0
ruggedos        	100.0
ruggedo         	100.0
rugged          	100.0
rug             	100.0
rufflings       	100.0
ruffled         	100.0
ruffians        	100.0
ruffian         	100.0
rudely          	100.0
rude            	100.0
ruby            	100.0
rubble          	100.0
rubbing         	100.0
rubbed          	100.0
royalists       	100.0
royal           	100.0
rows            	100.0
rowed           	100.0
roving          	100.0
routine         	100.0
routes          	100.0
route           	100.0
rout            	100.0
rousing         	100.0
rouses          	100.0
roused          	100.0
rouse           	100.0
roundabout      	100.0
roughly         	100.0
roughest        	100.0
rough           	100.0
roses           	100.0
rosemary        	100.0
rosary          	100.0
rosalie         	100.0
rosa            	100.0
ropes           	100.0
rope            	100.0
rooted          	100.0
roofs           	100.0
roofed          	100.0
roof            	100.0
romping         	100.0
rome            	100.0
romantic        	100.0
romans          	100.0
romances        	100.0
roman           	100.0
rolls           	100.0
rolling         	100.0
rollers         	100.0
roller          	100.0
rolled          	100.0
rods            	100.0
rod             	100.0
rocky           	100.0
rocket          	100.0
rocked          	100.0
robust          	100.0
robs            	100.0
robinson        	100.0
robins          	100.0
robin           	100.0
robes           	100.0
robert          	100.0
robed           	100.0
robe            	100.0
robbing         	100.0
robbery         	100.0
robbers         	100.0
robberies       	100.0
robber          	100.0
robbed          	100.0
rob             	100.0
roasting        	100.0
roasted         	100.0
roast           	100.0
roarings        	100.0
roaring         	100.0
roared          	100.0
roamed          	100.0
roadside        	100.0
roads           	100.0
roach           	100.0
rivulet         	100.0
rivers          	100.0
river           	100.0
rivalry         	100.0
rival           	100.0
risk            	100.0
rises           	100.0
risen           	100.0
rise            	100.0
rippling        	100.0
ripple          	100.0
ripened         	100.0
ripe            	100.0
rip             	100.0
rioting         	100.0
riot            	100.0
rings           	100.0
ringleader      	100.0
ringing         	100.0
rim             	100.0
rigorously      	100.0
rigor           	100.0
rigidly         	100.0
rigidity        	100.0
rigid           	100.0
rights          	100.0
rightly         	100.0
righteousness   	100.0
righteous       	100.0
rigging         	100.0
rifles          	100.0
rifle           	100.0
riding          	100.0
ridiculous      	100.0
ridicule        	100.0
ridges          	100.0
rides           	100.0
riders          	100.0
riddle          	100.0
rid             	100.0
rictus          	100.0
richest         	100.0
riches          	100.0
richer          	100.0
richard         	100.0
rich            	100.0
rice            	100.0
ribbon          	100.0
rib             	100.0
rhythmically    	100.0
rhythmical      	100.0
rhythm          	100.0
rhymes          	100.0
rhyme           	100.0
rhode           	100.0
rheumatism      	100.0
rheumatic       	100.0
reynolds        	100.0
rex             	100.0
rewritten       	100.0
reweighed       	100.0
rewards         	100.0
rewarded        	100.0
revolving       	100.0
revolved        	100.0
revolutionaries 	100.0
revolted        	100.0
revolt          	100.0
reviving        	100.0
revives         	100.0
revive          	100.0
revising        	100.0
revises         	100.0
revised         	100.0
reviews         	100.0
reviewers       	100.0
reviewer        	100.0
review          	100.0
reverses        	100.0
reversed        	100.0
reverse         	100.0
reversal        	100.0
reveries        	100.0
reverie         	100.0
reverently      	100.0
reverenced      	100.0
reverence       	100.0
revered         	100.0
reverberated    	100.0
revenges        	100.0
revenge         	100.0
revelling       	100.0
revelation      	100.0
revel           	100.0
reveal          	100.0
returning       	100.0
returnest       	100.0
retrieve        	100.0
retreating      	100.0
retreated       	100.0
retreat         	100.0
retrace         	100.0
retorted        	100.0
retiring        	100.0
retired         	100.0
retire          	100.0
retainers       	100.0
retainer        	100.0
retained        	100.0
retain          	100.0
resurrection    	100.0
resume          	100.0
results         	100.0
rests           	100.0
restricted      	100.0
restraint       	100.0
restrained      	100.0
restrain        	100.0
restowed        	100.0
restoring       	100.0
restoreth       	100.0
restored        	100.0
restore         	100.0
restorative     	100.0
restlessly      	100.0
rested          	100.0
restaurants     	100.0
restaurant      	100.0
responsive      	100.0
responsibility  	100.0
responsibilities 	100.0
responses       	100.0
responded       	100.0
respects        	100.0
respective      	100.0
respecting      	100.0
respectfully    	100.0
respectful      	100.0
respected       	100.0
respectable     	100.0
respect         	100.0
resources       	100.0
resounding      	100.0
resorts         	100.0
resorted        	100.0
resort          	100.0
resolving       	100.0
resolutions     	100.0
resolution      	100.0
resolutely      	100.0
resist          	100.0
resignedly      	100.0
resigned        	100.0
resignation     	100.0
resign          	100.0
resident        	100.0
residences      	100.0
residence       	100.0
resided         	100.0
reside          	100.0
reserves        	100.0
reserved        	100.0
reserve         	100.0
resentment      	100.0
resentful       	100.0
resented        	100.0
resembling      	100.0
resembles       	100.0
resembled       	100.0
resemble        	100.0
resemblance     	100.0
researches      	100.0
rescuer         	100.0
rescued         	100.0
rescue          	100.0
rerum           	100.0
requisition     	100.0
requisite       	100.0
requiring       	100.0
requires        	100.0
requirements    	100.0
requirement     	100.0
required        	100.0
require         	100.0
requests        	100.0
requested       	100.0
request         	100.0
repute          	100.0
reputations     	100.0
repulsed        	100.0
repugnant       	100.0
repugnance      	100.0
repudiate       	100.0
republish       	100.0
republics       	100.0
republican      	100.0
republic        	100.0
reptiles        	100.0
reptile         	100.0
reproof         	100.0
reproduce       	100.0
reproaching     	100.0
reproachfully   	100.0
repress         	100.0
represents      	100.0
representing    	100.0
represented     	100.0
representatives 	100.0
representative  	100.0
representations 	100.0
representation  	100.0
represent       	100.0
reposing        	100.0
repose          	100.0
reported        	100.0
report          	100.0
repnin          	100.0
replies         	100.0
replaced        	100.0
replace         	100.0
repetitions     	100.0
repetition      	100.0
repertory       	100.0
repenting       	100.0
repentance      	100.0
repent          	100.0
repellent       	100.0
repelled        	100.0
repeating       	100.0
repeatedly      	100.0
repay           	100.0
repast          	100.0
reparation      	100.0
repairs         	100.0
repairing       	100.0
repaired        	100.0
repair          	100.0
repaid          	100.0
rented          	100.0
rental          	100.0
rent            	100.0
renouncing      	100.0
renounce        	100.0
renewing        	100.0
renewal         	100.0
renewable       	100.0
rending         	100.0
renders         	100.0
rendering       	100.0
rendered        	100.0
render          	100.0
removing        	100.0
removes         	100.0
removed         	100.0
removal         	100.0
removable       	100.0
remoter         	100.0
remoteness      	100.0
remote          	100.0
remorseless     	100.0
remorseful      	100.0
remorse         	100.0
remonstrances   	100.0
remonstrance    	100.0
remnants        	100.0
remnant         	100.0
reminds         	100.0
reminders       	100.0
reminded        	100.0
remind          	100.0
remembrance     	100.0
remembers       	100.0
remembering     	100.0
rememberest     	100.0
remedy          	100.0
remedied        	100.0
remarks         	100.0
remarking       	100.0
remarked        	100.0
remarkably      	100.0
remarkablest    	100.0
remarkable      	100.0
remaining       	100.0
remainder       	100.0
relying         	100.0
rely            	100.0
reluctantly     	100.0
reluctant       	100.0
reluctance      	100.0
relocated       	100.0
relinquished    	100.0
relinquish      	100.0
religious       	100.0
religions       	100.0
religion        	100.0
relieving       	100.0
relieve         	100.0
relies          	100.0
relied          	100.0
relic           	100.0
reliance        	100.0
reliable        	100.0
relevant        	100.0
relentlessly    	100.0
relent          	100.0
release         	100.0
relaxing        	100.0
relaxed         	100.0
relaxation      	100.0
relatives       	100.0
relatively      	100.0
relative        	100.0
relationship    	100.0
relations       	100.0
relation        	100.0
relating        	100.0
relate          	100.0
relapses        	100.0
rejoinder       	100.0
rejoicing       	100.0
rejoiced        	100.0
rejoice         	100.0
rejects         	100.0
rejection       	100.0
reject          	100.0
reiterations    	100.0
reins           	100.0
reincarnation   	100.0
regulator       	100.0
regulations     	100.0
regulated       	100.0
regularly       	100.0
regularity      	100.0
regretted       	100.0
regret          	100.0
registration    	100.0
registers       	100.0
registered      	100.0
register        	100.0
regions         	100.0
region          	100.0
regiments       	100.0
regiment        	100.0
reggie          	100.0
regards         	100.0
regardless      	100.0
regarded        	100.0
regard          	100.0
regale          	100.0
regal           	100.0
regaining       	100.0
regained        	100.0
regain          	100.0
refutation      	100.0
refusing        	100.0
refuses         	100.0
refusal         	100.0
refugees        	100.0
refuge          	100.0
refreshing      	100.0
refresh         	100.0
refrained       	100.0
refrain         	100.0
refractory      	100.0
reforms         	100.0
reformers       	100.0
reformed        	100.0
reform          	100.0
reflective      	100.0
reflections     	100.0
reflection      	100.0
reflected       	100.0
reflect         	100.0
refinements     	100.0
refinement      	100.0
refined         	100.0
referring       	100.0
refer           	100.0
reels           	100.0
reeling         	100.0
reelection      	100.0
reef            	100.0
reed            	100.0
reduced         	100.0
reduce          	100.0
redoubling      	100.0
redoubles       	100.0
redoubled       	100.0
redemption      	100.0
redeeming       	100.0
redeemer        	100.0
redeemed        	100.0
reddened        	100.0
recur           	100.0
recuperations   	100.0
rectors         	100.0
rector          	100.0
rectify         	100.0
recruit         	100.0
recriminating   	100.0
recreation      	100.0
recovery        	100.0
recovers        	100.0
recovering      	100.0
recovered       	100.0
recover         	100.0
recounted       	100.0
reconciliation  	100.0
reconciled      	100.0
reconcile       	100.0
recompense      	100.0
recommends      	100.0
recommending    	100.0
recommended     	100.0
recommendation  	100.0
recommend       	100.0
recollections   	100.0
recollection    	100.0
recollecting    	100.0
recollected     	100.0
recollect       	100.0
recoiled        	100.0
recognizes      	100.0
recognized      	100.0
recognition     	100.0
reclining       	100.0
reckoning       	100.0
reckoned        	100.0
reckon          	100.0
reciting        	100.0
reciter         	100.0
recited         	100.0
recite          	100.0
reciprocal      	100.0
recipe          	100.0
recesses        	100.0
receptive       	100.0
receptions      	100.0
reception       	100.0
recently        	100.0
receiving       	100.0
receives        	100.0
receiver        	100.0
receipt         	100.0
receding        	100.0
receded         	100.0
recaptured      	100.0
recalling       	100.0
recalled        	100.0
recall          	100.0
rebukes         	100.0
rebuke          	100.0
rebels          	100.0
rebellion       	100.0
rebel           	100.0
rebecca         	100.0
rebate          	100.0
reassured       	100.0
reassure        	100.0
reasons         	100.0
reasoning       	100.0
reasonable      	100.0
reared          	100.0
rear            	100.0
reaping         	100.0
reap            	100.0
reals           	100.0
realms          	100.0
realized        	100.0
realize         	100.0
realization     	100.0
reality         	100.0
realities       	100.0
reads           	100.0
reading         	100.0
readiness       	100.0
readily         	100.0
readers         	100.0
reader          	100.0
reaching        	100.0
reaches         	100.0
reached         	100.0
reach           	100.0
razetta         	100.0
ray             	100.0
rawness         	100.0
ravishing       	100.0
ravine          	100.0
ravening        	100.0
raven           	100.0
raved           	100.0
rave            	100.0
ravaged         	100.0
rattling        	100.0
rattled         	100.0
rattle          	100.0
rats            	100.0
rational        	100.0
ratify          	100.0
ratification    	100.0
rathskellers    	100.0
rated           	100.0
rate            	100.0
rashness        	100.0
rash            	100.0
rascal          	100.0
rarer           	100.0
rarely          	100.0
rapturous       	100.0
raptures        	100.0
rapture         	100.0
raps            	100.0
rapine          	100.0
rapids          	100.0
rapidly         	100.0
rapidity        	100.0
rapid           	100.0
rap             	100.0
rant            	100.0
ranks           	100.0
rank            	100.0
ranges          	100.0
rangers         	100.0
ranged          	100.0
rang            	100.0
rancor          	100.0
rams            	100.0
ramparts        	100.0
rampart         	100.0
rambling        	100.0
rambles         	100.0
rambler         	100.0
ramble          	100.0
ramas           	100.0
ralph           	100.0
rally           	100.0
raisins         	100.0
raising         	100.0
rainstorms      	100.0
rains           	100.0
raining         	100.0
raindrops       	100.0
rainbows        	100.0
rainbow         	100.0
raimented       	100.0
raiment         	100.0
railway         	100.0
rails           	100.0
railroads       	100.0
railroad        	100.0
rail            	100.0
raging          	100.0
ragged          	100.0
raged           	100.0
rage            	100.0
rag             	100.0
rafter          	100.0
raft            	100.0
radiophone      	100.0
radically       	100.0
radicalism      	100.0
radiant         	100.0
radiance        	100.0
racks           	100.0
rackets         	100.0
racketeers      	100.0
rack            	100.0
rachels         	100.0
rabble          	100.0
rabbit          	100.0
r               	100.0
quote           	100.0
quixote         	100.0
quivering       	100.0
quivered        	100.0
quiver          	100.0
quitting        	100.0
quitted         	100.0
quincy          	100.0
quilters        	100.0
quilter         	100.0
quilt           	100.0
quietly         	100.0
quietest        	100.0
quickly         	100.0
quicker         	100.0
quickening      	100.0
quickened       	100.0
quick           	100.0
questioning     	100.0
questioned      	100.0
questionable    	100.0
quest           	100.0
queried         	100.0
quenched        	100.0
quench          	100.0
queer           	100.0
queenstown      	100.0
queens          	100.0
quash           	100.0
quartermaster   	100.0
quarter         	100.0
quarry          	100.0
quarrels        	100.0
quantity        	100.0
quandary        	100.0
quality         	100.0
qualities       	100.0
qualified       	100.0
qualifications  	100.0
qualification   	100.0
quakerish       	100.0
quake           	100.0
quaint          	100.0
quaffed         	100.0
quadrille       	100.0
quadrangle      	100.0
python          	100.0
pyre            	100.0
pyramids        	100.0
pye             	100.0
puzzled         	100.0
putting         	100.0
puttin          	100.0
pushing         	100.0
pushed          	100.0
push            	100.0
pursuits        	100.0
pursuit         	100.0
pursues         	100.0
pursuers        	100.0
pursuer         	100.0
pursued         	100.0
pursue          	100.0
pursuance       	100.0
purring         	100.0
purposes        	100.0
purposely       	100.0
purpose         	100.0
purple          	100.0
purity          	100.0
puritan         	100.0
purify          	100.0
purging         	100.0
purest          	100.0
purely          	100.0
pure            	100.0
purchased       	100.0
puppies         	100.0
pupils          	100.0
pupil           	100.0
punishments     	100.0
punishment      	100.0
punishes        	100.0
punished        	100.0
punish          	100.0
pungent         	100.0
punctuality     	100.0
punctilious     	100.0
puncher         	100.0
punch           	100.0
pumps           	100.0
pumpkin         	100.0
pump            	100.0
pulse           	100.0
pulpit          	100.0
pulp            	100.0
puffy           	100.0
puffed          	100.0
puerile         	100.0
puddings        	100.0
publishing      	100.0
publisher       	100.0
published       	100.0
publish         	100.0
public          	100.0
psychology      	100.0
prying          	100.0
prudence        	100.0
proximity       	100.0
prowling        	100.0
prowled         	100.0
prowess         	100.0
prow            	100.0
provoke         	100.0
provocator      	100.0
provocation     	100.0
provisions      	100.0
provisionally   	100.0
provision       	100.0
proving         	100.0
provincial      	100.0
provinces       	100.0
province        	100.0
providing       	100.0
providences     	100.0
providence      	100.0
provided        	100.0
provide         	100.0
proves          	100.0
proverbial      	100.0
prove           	100.0
proudly         	100.0
proudest        	100.0
proud           	100.0
protruded       	100.0
protesting      	100.0
protested       	100.0
protest         	100.0
proteges        	100.0
protects        	100.0
protectors      	100.0
protectorate    	100.0
protector       	100.0
protection      	100.0
protecting      	100.0
protected       	100.0
protect         	100.0
prostration     	100.0
prostrated      	100.0
prostrate       	100.0
prosperous      	100.0
prosperity      	100.0
prospects       	100.0
prospect        	100.0
proselyte       	100.0
prosecution     	100.0
prosecute       	100.0
prose           	100.0
proscription    	100.0
proscribed      	100.0
prosaic         	100.0
pros            	100.0
propriety       	100.0
proprietors     	100.0
proprietor      	100.0
propped         	100.0
proposition     	100.0
proposes        	100.0
proposed        	100.0
propose         	100.0
proposals       	100.0
proposal        	100.0
proportions     	100.0
proportion      	100.0
prophetic       	100.0
prophecies      	100.0
property        	100.0
properly        	100.0
proper          	100.0
propensity      	100.0
propensities    	100.0
propel          	100.0
prop            	100.0
proofs          	100.0
proof           	100.0
pronunciation   	100.0
pronto          	100.0
pronounced      	100.0
pronounce       	100.0
prone           	100.0
prompts         	100.0
promptly        	100.0
prompted        	100.0
prompt          	100.0
promotive       	100.0
promoting       	100.0
promoted        	100.0
promising       	100.0
promises        	100.0
promiscuous     	100.0
prominent       	100.0
prolonged       	100.0
prolific        	100.0
proletariat     	100.0
projects        	100.0
projection      	100.0
projecting      	100.0
project         	100.0
prohibited      	100.0
prohibit        	100.0
progressive     	100.0
progressing     	100.0
progress        	100.0
programme       	100.0
profusion       	100.0
profusely       	100.0
profound        	100.0
profligate      	100.0
profitably      	100.0
profitable      	100.0
professors      	100.0
professor       	100.0
professions     	100.0
professional    	100.0
professing      	100.0
professes       	100.0
professed       	100.0
profanity       	100.0
profane         	100.0
productive      	100.0
productions     	100.0
production      	100.0
product         	100.0
producing       	100.0
produce         	100.0
prodigious      	100.0
prodigies       	100.0
prodding        	100.0
procured        	100.0
procure         	100.0
procopius       	100.0
procope         	100.0
proclaim        	100.0
processions     	100.0
processes       	100.0
process         	100.0
proceedings     	100.0
proceed         	100.0
procedure       	100.0
problem         	100.0
probing         	100.0
probable        	100.0
probability     	100.0
prized          	100.0
prize           	100.0
privileges      	100.0
privilege       	100.0
privations      	100.0
privation       	100.0
privately       	100.0
privacy         	100.0
pristine        	100.0
prisoners       	100.0
prior           	100.0
printer         	100.0
printed         	100.0
principle       	100.0
principally     	100.0
princess        	100.0
princes         	100.0
princely        	100.0
primroses       	100.0
primly          	100.0
prime           	100.0
primate         	100.0
primary         	100.0
primarily       	100.0
primal          	100.0
priests         	100.0
priesthood      	100.0
prided          	100.0
pride           	100.0
prices          	100.0
priceless       	100.0
preys           	100.0
previously      	100.0
previous        	100.0
prevents        	100.0
preventing      	100.0
prevalence      	100.0
prevailing      	100.0
prevailed       	100.0
prevail         	100.0
prettily        	100.0
prettiest       	100.0
prettier        	100.0
pretext         	100.0
preternaturally 	100.0
pretensions     	100.0
pretension      	100.0
pretense        	100.0
pretends        	100.0
pretending      	100.0
pretender       	100.0
pretended       	100.0
pretend         	100.0
pretence        	100.0
presumptuous    	100.0
presumed        	100.0
presumably      	100.0
presty          	100.0
pressure        	100.0
presiding       	100.0
presides        	100.0
president       	100.0
presided        	100.0
preserving      	100.0
preserves       	100.0
preserved       	100.0
preserve        	100.0
presents        	100.0
presently       	100.0
presenting      	100.0
presentiments   	100.0
presentiment    	100.0
presented       	100.0
presence        	100.0
prescriptions   	100.0
prescribed      	100.0
prescribe       	100.0
prerogatives    	100.0
preposterous    	100.0
prepares        	100.0
prepared        	100.0
prepare         	100.0
preparations    	100.0
preparation     	100.0
preoccupied     	100.0
preoccupation   	100.0
premit          	100.0
premises        	100.0
premeditation   	100.0
premature       	100.0
preliminary     	100.0
preliminaries   	100.0
prelate         	100.0
prefigured      	100.0
preferring      	100.0
preferred       	100.0
preference      	100.0
prefect         	100.0
preface         	100.0
predominate     	100.0
predominance    	100.0
predilection    	100.0
predictions     	100.0
prediction      	100.0
predicted       	100.0
predecessor     	100.0
predatory       	100.0
preconceived    	100.0
precision       	100.0
precisely       	100.0
precise         	100.0
precipitated    	100.0
precipitate     	100.0
precious        	100.0
precinct        	100.0
precepts        	100.0
preceptory      	100.0
preceding       	100.0
precautions     	100.0
precaution      	100.0
preaching       	100.0
preachers       	100.0
preacher        	100.0
preach          	100.0
praying         	100.0
prayers         	100.0
prayer          	100.0
pray            	100.0
pravity         	100.0
prattled        	100.0
prattle         	100.0
prancing        	100.0
pram            	100.0
praises         	100.0
prairies        	100.0
prairie         	100.0
practised       	100.0
practically     	100.0
practical       	100.0
practicable     	100.0
poyser          	100.0
powers          	100.0
powerless       	100.0
powerful        	100.0
powdery         	100.0
powdered        	100.0
powder          	100.0
pout            	100.0
pours           	100.0
pouring         	100.0
poured          	100.0
pounds          	100.0
pounding        	100.0
pounded         	100.0
pound           	100.0
pounce          	100.0
potum           	100.0
potter          	100.0
pots            	100.0
potfuls         	100.0
potatoes        	100.0
posturing       	100.0
posture         	100.0
postscript      	100.0
postponement    	100.0
posters         	100.0
posterity       	100.0
posted          	100.0
possible        	100.0
possibility     	100.0
possibilities   	100.0
possessors      	100.0
possessions     	100.0
possession      	100.0
possessing      	100.0
possesses       	100.0
possessed       	100.0
posse           	100.0
positively      	100.0
positive        	100.0
portugal        	100.0
portraits       	100.0
portrait        	100.0
portland        	100.0
portions        	100.0
portion         	100.0
portal          	100.0
porphyry        	100.0
pork            	100.0
poring          	100.0
pored           	100.0
populous        	100.0
population      	100.0
populated       	100.0
popularity      	100.0
popular         	100.0
poppies         	100.0
popped          	100.0
popes           	100.0
pope            	100.0
pop             	100.0
poorly          	100.0
poorer          	100.0
poop            	100.0
pools           	100.0
pool            	100.0
poodle          	100.0
pony            	100.0
ponies          	100.0
pong            	100.0
pondering       	100.0
pondered        	100.0
ponder          	100.0
pomp            	100.0
pomeroy         	100.0
polytheists     	100.0
polychrome      	100.0
polonius        	100.0
pollys          	100.0
politics        	100.0
politicians     	100.0
politically     	100.0
political       	100.0
politic         	100.0
politeness      	100.0
politely        	100.0
polite          	100.0
polishing       	100.0
polished        	100.0
polish          	100.0
policy          	100.0
policeman       	100.0
police          	100.0
polar           	100.0
poking          	100.0
poked           	100.0
poisons         	100.0
poisoning       	100.0
poisoners       	100.0
poison          	100.0
poised          	100.0
points          	100.0
pointedly       	100.0
pointed         	100.0
poignant        	100.0
poets           	100.0
poetry          	100.0
poetic          	100.0
poetess         	100.0
poet            	100.0
poco            	100.0
pockets         	100.0
pocketed        	100.0
pocket          	100.0
plurality       	100.0
plunging        	100.0
plunges         	100.0
plunged         	100.0
plundered       	100.0
plumped         	100.0
plump           	100.0
plumes          	100.0
plume           	100.0
plug            	100.0
pluck           	100.0
plover          	100.0
ploughed        	100.0
plodded         	100.0
plied           	100.0
pliable         	100.0
plesiosaurus    	100.0
pledge          	100.0
pleasures       	100.0
pleasure        	100.0
pleasing        	100.0
pleases         	100.0
pleased         	100.0
pleasantly      	100.0
pleasanter      	100.0
pleadings       	100.0
pleading        	100.0
pleaded         	100.0
plead           	100.0
playwright      	100.0
playthings      	100.0
players         	100.0
player          	100.0
play            	100.0
platters        	100.0
platos          	100.0
platonic        	100.0
plato           	100.0
platitudes      	100.0
platform        	100.0
plates          	100.0
plated          	100.0
plate           	100.0
plaster         	100.0
plashing        	100.0
plantations     	100.0
plantation      	100.0
planks          	100.0
planets         	100.0
planet          	100.0
plaintive       	100.0
plainly         	100.0
plainest        	100.0
plainer         	100.0
plague          	100.0
placing         	100.0
placidity       	100.0
placid          	100.0
places          	100.0
placed          	100.0
placard         	100.0
pitying         	100.0
pity            	100.0
pitifulness     	100.0
pitiful         	100.0
pitied          	100.0
pitiable        	100.0
pith            	100.0
piteous         	100.0
pitchers        	100.0
pitcher         	100.0
pitched         	100.0
pit             	100.0
pistols         	100.0
pistol          	100.0
pipes           	100.0
piped           	100.0
piously         	100.0
pious           	100.0
pioneer         	100.0
pint            	100.0
pinning         	100.0
pinnacle        	100.0
pinkies         	100.0
pinkertons      	100.0
pinioned        	100.0
pining          	100.0
pines           	100.0
pined           	100.0
pinch           	100.0
pincers         	100.0
pin             	100.0
pilot           	100.0
pillows         	100.0
pillow          	100.0
pillion         	100.0
pillars         	100.0
pillar          	100.0
pilgrims        	100.0
pilgrimages     	100.0
pilgrim         	100.0
piled           	100.0
pile            	100.0
pike            	100.0
pigs            	100.0
pigment         	100.0
pig             	100.0
piff            	100.0
pietro          	100.0
pies            	100.0
piero           	100.0
pierce          	100.0
pieces          	100.0
pie             	100.0
picturesqueness 	100.0
picturesquely   	100.0
pictures        	100.0
pictured        	100.0
pictorial       	100.0
pictish         	100.0
picnic          	100.0
pickled         	100.0
pickle          	100.0
pickets         	100.0
picket          	100.0
pickering       	100.0
piazza          	100.0
piano           	100.0
physiology      	100.0
physiological   	100.0
physiognomy     	100.0
physics         	100.0
physicians      	100.0
physician       	100.0
physically      	100.0
physical        	100.0
phraseology     	100.0
phrase          	100.0
photographs     	100.0
phonographs     	100.0
phone           	100.0
phoenician      	100.0
phlegmatic      	100.0
philosophy      	100.0
philosophical   	100.0
philosophers    	100.0
philosopher     	100.0
philologist     	100.0
phillys         	100.0
philips         	100.0
philanthropies  	100.0
philadelphus    	100.0
philadelphian   	100.0
phil            	100.0
phenomena       	100.0
pheasant        	100.0
phases          	100.0
phase           	100.0
phantom         	100.0
phantasy        	100.0
pewter          	100.0
petty           	100.0
petrifying      	100.0
petrarch        	100.0
petitions       	100.0
petes           	100.0
peters          	100.0
peterborough    	100.0
pete            	100.0
pet             	100.0
pest            	100.0
pessimistic     	100.0
perverters      	100.0
perverted       	100.0
perverse        	100.0
pervaded        	100.0
perusing        	100.0
perused         	100.0
perusal         	100.0
perth           	100.0
persuading      	100.0
persuaded       	100.0
persuade        	100.0
perspiration    	100.0
perspective     	100.0
personal        	100.0
personage       	100.0
persisted       	100.0
persist         	100.0
persians        	100.0
persevered      	100.0
perseverance    	100.0
persecutors     	100.0
persecution     	100.0
persecuted      	100.0
persecute       	100.0
perplexity      	100.0
perplexing      	100.0
perplexedly     	100.0
perplexed       	100.0
perpetuate      	100.0
perpetually     	100.0
perpetual       	100.0
pernicious      	100.0
permitting      	100.0
permitted       	100.0
permit          	100.0
permission      	100.0
permanent       	100.0
perishing       	100.0
perished        	100.0
periods         	100.0
periodicals     	100.0
period          	100.0
perils          	100.0
perilous        	100.0
peril           	100.0
perhaps         	100.0
perfunctorily   	100.0
perfumes        	100.0
perfumery       	100.0
perfumed        	100.0
perfume         	100.0
performing      	100.0
performances    	100.0
performance     	100.0
perform         	100.0
perforce        	100.0
perfidy         	100.0
perfectly       	100.0
perfect         	100.0
perdition       	100.0
percy           	100.0
perched         	100.0
perchance       	100.0
perceptions     	100.0
perception      	100.0
perceptible     	100.0
perceiving      	100.0
perceives       	100.0
perceived       	100.0
perceive        	100.0
peradventure    	100.0
peppino         	100.0
peppers         	100.0
peppered        	100.0
pepper          	100.0
peoples         	100.0
pent            	100.0
pensive         	100.0
pension         	100.0
penny           	100.0
pennons         	100.0
penned          	100.0
penitentiary    	100.0
penitent        	100.0
penetrating     	100.0
penetrate       	100.0
pending         	100.0
pencilled       	100.0
penances        	100.0
penance         	100.0
penalty         	100.0
penalties       	100.0
penal           	100.0
pen             	100.0
pelt            	100.0
peggy           	100.0
peers           	100.0
peering         	100.0
peered          	100.0
peeped          	100.0
peel            	100.0
pedestrians     	100.0
pedestrian      	100.0
pedestal        	100.0
pecuniary       	100.0
peculiarly      	100.0
peculiar        	100.0
pebbles         	100.0
pebble          	100.0
peasant         	100.0
