Word            	Accuracy 	Count
lessens         	0.0 	1
lettys          	0.0 	1
leviticus       	0.0 	1
lewis           	0.0 	1
liaison         	0.0 	1
libano          	0.0 	1
lice            	0.0 	1
lichen          	0.0 	1
lickin          	0.0 	1
liedenbrock     	0.0 	1
ligatures       	0.0 	1
lightened       	0.0 	1
likeness        	0.0 	1
likenesses      	0.0 	1
liking          	0.0 	1
lilly           	0.0 	1
lillys          	0.0 	1
lime            	0.0 	1
limes           	0.0 	1
lindens         	0.0 	1
ling            	0.0 	1
linger          	0.0 	1
lingo           	0.0 	1
link            	0.0 	1
linkd           	0.0 	1
linnells        	0.0 	1
lions           	0.0 	1
lisha           	0.0 	1
listener        	0.0 	1
liter           	0.0 	1
literality      	0.0 	1
livelihood      	0.0 	1
livelong        	0.0 	1
liveried        	0.0 	1
lizabeth        	0.0 	1
lizaveta        	0.0 	1
lizy            	0.0 	1
loads           	0.0 	1
loafing         	0.0 	1
loathe          	0.0 	1
loathes         	0.0 	1
locate          	0.0 	1
locks           	0.0 	1
loincloth       	0.0 	1
lombroso        	0.0 	1
lone            	0.0 	1
lonesome        	0.0 	1
lonesomeness    	0.0 	1
longum          	0.0 	1
lookd           	0.0 	1
looketh         	0.0 	1
looping         	0.0 	1
loquacity       	0.0 	1
lordships       	0.0 	1
loreen          	0.0 	1
loreens         	0.0 	1
lorn            	0.0 	1
lorne           	0.0 	1
louisiana       	0.0 	1
lous            	0.0 	1
lovel           	0.0 	1
lucas           	0.0 	1
lucias          	0.0 	1
luckless        	0.0 	1
lucrative       	0.0 	1
lucretius       	0.0 	1
luis            	0.0 	1
lulls           	0.0 	1
lunched         	0.0 	1
lure            	0.0 	1
luscious        	0.0 	1
lustily         	0.0 	1
lustre          	0.0 	1
lyar            	0.0 	1
lycophron       	0.0 	1
lynches         	0.0 	1
lynchings       	0.0 	1
lyre            	0.0 	1
lysimachus      	0.0 	1
mabel           	0.0 	1
mabillon        	0.0 	1
macdonalds      	0.0 	1
macklewains     	0.0 	1
madames         	0.0 	1
madeira         	0.0 	1
madhouse        	0.0 	1
madrid          	0.0 	1
magh            	0.0 	1
magnifies       	0.0 	1
magnifying      	0.0 	1
mahabharata     	0.0 	1
mahometan       	0.0 	1
maidenly        	0.0 	1
maine           	0.0 	1
mainsail        	0.0 	1
majestick       	0.0 	1
makar           	0.0 	1
maker           	0.0 	1
male            	0.0 	1
malevolent      	0.0 	1
maliciously     	0.0 	1
malicorne       	0.0 	1
malicornes      	0.0 	1
malignities     	0.0 	1
mall            	0.0 	1
malnutrition    	0.0 	1
mamie           	0.0 	1
mammoth         	0.0 	1
mamochkas       	0.0 	1
manacles        	0.0 	1
manasseh        	0.0 	1
manchester      	0.0 	1
mane            	0.0 	1
mangelwurzel    	0.0 	1
mangelwurzelshire 	0.0 	1
maniacs         	0.0 	1
manicamp        	0.0 	1
manichaeans     	0.0 	1
manna           	0.0 	1
manoeuvring     	0.0 	1
manservant      	0.0 	1
mantelpiece     	0.0 	1
mar             	0.0 	1
marais          	0.0 	1
marginal        	0.0 	1
marianne        	0.0 	1
marillas        	0.0 	1
marker          	0.0 	1
markers         	0.0 	1
marlboroughs    	0.0 	1
marshals        	0.0 	1
marspeaker      	0.0 	1
marsport        	0.0 	1
martigny        	0.0 	1
martyrs         	0.0 	1
marveled        	0.0 	1
masked          	0.0 	1
mason           	0.0 	1
mastered        	0.0 	1
masterly        	0.0 	1
match           	0.0 	1
matchmaking     	0.0 	1
materialised    	0.0 	1
matey           	0.0 	1
mating          	0.0 	1
mattock         	0.0 	1
mausoleum       	0.0 	1
mayor           	0.0 	1
mazumdars       	0.0 	1
meadowcroft     	0.0 	1
meadowcrofts    	0.0 	1
mealyback       	0.0 	1
measurable      	0.0 	1
meath           	0.0 	1
mebby           	0.0 	1
mechanical      	0.0 	1
median          	0.0 	1
medicaments     	0.0 	1
meditated       	0.0 	1
mediums         	0.0 	1
melas           	0.0 	1
melodramatist   	0.0 	1
melts           	0.0 	1
membrane        	0.0 	1
mementos        	0.0 	1
memorial        	0.0 	1
menacing        	0.0 	1
mentions        	0.0 	1
menus           	0.0 	1
mer             	0.0 	1
mercies         	0.0 	1
merneptah       	0.0 	1
mersey          	0.0 	1
meself          	0.0 	1
messes          	0.0 	1
mestiennes      	0.0 	1
methinketh      	0.0 	1
methinks        	0.0 	1
metrodorus      	0.0 	1
mettled         	0.0 	1
mex             	0.0 	1
mexicans        	0.0 	1
microbe         	0.0 	1
microscopic     	0.0 	1
middling        	0.0 	1
middy           	0.0 	1
middys          	0.0 	1
midriff         	0.0 	1
midshipman      	0.0 	1
midstream       	0.0 	1
mightiness      	0.0 	1
mihi            	0.0 	1
mikes           	0.0 	1
mildew          	0.0 	1
mildewed        	0.0 	1
milicents       	0.0 	1
militated       	0.0 	1
milked          	0.0 	1
mill            	0.0 	1
millers         	0.0 	1
milliond        	0.0 	1
millston        	0.0 	1
milly           	0.0 	1
milvain         	0.0 	1
mimick          	0.0 	1
minims          	0.0 	1
minionette      	0.0 	1
ministered      	0.0 	1
minneapolis     	0.0 	1
minnesota       	0.0 	1
minnies         	0.0 	1
misanthropy     	0.0 	1
misapprehension 	0.0 	1
misconception   	0.0 	1
misconduct      	0.0 	1
misdemeanor     	0.0 	1
misled          	0.0 	1
mississippian   	0.0 	1
mistaking       	0.0 	1
mistresses      	0.0 	1
mite            	0.0 	1
mocked          	0.0 	1
mockery         	0.0 	1
modocs          	0.0 	1
moines          	0.0 	1
moisten         	0.0 	1
molasses        	0.0 	1
molested        	0.0 	1
moling          	0.0 	1
moluccas        	0.0 	1
mombi           	0.0 	1
mommol          	0.0 	1
monarchs        	0.0 	1
monceux         	0.0 	1
mongoose        	0.0 	1
monica          	0.0 	1
monkers         	0.0 	1
monstrously     	0.0 	1
montesquieu     	0.0 	1
montfichets     	0.0 	1
moods           	0.0 	1
moonbeams       	0.0 	1
moonflowers     	0.0 	1
moore           	0.0 	1
moored          	0.0 	1
mop             	0.0 	1
moped           	0.0 	1
moraine         	0.0 	1
moren           	0.0 	1
morpheus        	0.0 	1
mortals         	0.0 	1
mortem          	0.0 	1
mortificationthat 	0.0 	1
mortis          	0.0 	1
morven          	0.0 	1
motley          	0.0 	1
motor           	0.0 	1
mottled         	0.0 	1
mould           	0.0 	1
mound           	0.0 	1
mountnorris     	0.0 	1
mournfully      	0.0 	1
moustaches      	0.0 	1
mouthwhat       	0.0 	1
mow             	0.0 	1
mower           	0.0 	1
mowers          	0.0 	1
mucous          	0.0 	1
mug             	0.0 	1
muir            	0.0 	1
muleteers       	0.0 	1
mulrady         	0.0 	1
mumbled         	0.0 	1
mummeries       	0.0 	1
murdochs        	0.0 	1
murry           	0.0 	1
muskets         	0.0 	1
mussulmans      	0.0 	1
mustaches       	0.0 	1
mustang         	0.0 	1
myrdals         	0.0 	1
myths           	0.0 	1
nager           	0.0 	1
nandys          	0.0 	1
nanticoke       	0.0 	1
nao             	0.0 	1
nape            	0.0 	1
narcotic        	0.0 	1
narrate         	0.0 	1
narrator        	0.0 	1
narrower        	0.0 	1
narrowness      	0.0 	1
narwhale        	0.0 	1
nastasya        	0.0 	1
natashas        	0.0 	1
nausea          	0.0 	1
nazarenes       	0.0 	1
neath           	0.0 	1
necked          	0.0 	1
needled         	0.0 	1
neednt          	0.0 	1
needst          	0.0 	1
neglecting      	0.0 	1
neighborly      	0.0 	1
neighbouring    	0.0 	1
nekhludov       	0.0 	1
nellies         	0.0 	1
neosho          	0.0 	1
neptune         	0.0 	1
nettle          	0.0 	1
newscasts       	0.0 	1
nexter          	0.0 	1
niagara         	0.0 	1
niceties        	0.0 	1
nichola         	0.0 	1
nick            	0.0 	1
nicked          	0.0 	1
nickel          	0.0 	1
nicless         	0.0 	1
nico            	0.0 	1
nicotine        	0.0 	1
nikolay         	0.0 	1
nikolenka       	0.0 	1
nimbleness      	0.0 	1
nineteenth      	0.0 	1
nineveh         	0.0 	1
nip             	0.0 	1
nipper          	0.0 	1
nisi            	0.0 	1
noblemen        	0.0 	1
nohow           	0.0 	1
nomes           	0.0 	1
nonetheless     	0.0 	1
nooses          	0.0 	1
nope            	0.0 	1
nora            	0.0 	1
northerners     	0.0 	1
northwards      	0.0 	1
northwestward   	0.0 	1
nostrils        	0.0 	1
notables        	0.0 	1
nothin          	0.0 	1
nova            	0.0 	1
novatians       	0.0 	1
nowt            	0.0 	1
nubian          	0.0 	1
nuisance        	0.0 	1
numb            	0.0 	1
numidia         	0.0 	1
nun             	0.0 	1
nunkie          	0.0 	1
nuss            	0.0 	1
nutty           	0.0 	1
nuuman          	0.0 	1
nydighi         	0.0 	1
nymphs          	0.0 	1
nytouch         	0.0 	1
oakley          	0.0 	1
oarsmans        	0.0 	1
oates           	0.0 	1
oaths           	0.0 	1
oatmeal         	0.0 	1
oats            	0.0 	1
oblong          	0.0 	1
obocock         	0.0 	1
obscuring       	0.0 	1
obstruction     	0.0 	1
occupant        	0.0 	1
oceanographer   	0.0 	1
odin            	0.0 	1
oestera         	0.0 	1
ofarrell        	0.0 	1
offals          	0.0 	1
offen           	0.0 	1
offences        	0.0 	1
offense         	0.0 	1
offenses        	0.0 	1
offensive       	0.0 	1
officinale      	0.0 	1
ogden           	0.0 	1
ogling          	0.0 	1
ogres           	0.0 	1
okay            	0.0 	1
olbinett        	0.0 	1
oldclough       	0.0 	1
oldish          	0.0 	1
oll             	0.0 	1
olmutz          	0.0 	1
ome             	0.0 	1
omelette        	0.0 	1
omened          	0.0 	1
omitting        	0.0 	1
omnibuses       	0.0 	1
oneill          	0.0 	1
oneself         	0.0 	1
onights         	0.0 	1
ont             	0.0 	1
onwards         	0.0 	1
ope             	0.0 	1
opera           	0.0 	1
operated        	0.0 	1
ophelia         	0.0 	1
opined          	0.0 	1
oppressors      	0.0 	1
optic           	0.0 	1
optimism        	0.0 	1
oracles         	0.0 	1
orbis           	0.0 	1
orchards        	0.0 	1
oregon          	0.0 	1
orestes         	0.0 	1
orficer         	0.0 	1
organised       	0.0 	1
orison          	0.0 	1
orneriest       	0.0 	1
ornery          	0.0 	1
orphan          	0.0 	1
osh             	0.0 	1
otherworldly    	0.0 	1
otho            	0.0 	1
otter           	0.0 	1
otterhound      	0.0 	1
ottleys         	0.0 	1
ouen            	0.0 	1
oughter         	0.0 	1
outcries        	0.0 	1
outdo           	0.0 	1
outermost       	0.0 	1
outflank        	0.0 	1
outlines        	0.0 	1
outraging       	0.0 	1
outweigh        	0.0 	1
overboard       	0.0 	1
overfull        	0.0 	1
overlooker      	0.0 	1
overly          	0.0 	1
overripeness    	0.0 	1
overthrew       	0.0 	1
overturning     	0.0 	1
ow              	0.0 	1
owm             	0.0 	1
owns            	0.0 	1
ox              	0.0 	1
oxford          	0.0 	1
ozma            	0.0 	1
pacify          	0.0 	1
paff            	0.0 	1
pagolo          	0.0 	1
pained          	0.0 	1
paint           	0.0 	1
palaestra       	0.0 	1
palliate        	0.0 	1
paltry          	0.0 	1
panels          	0.0 	1
panes           	0.0 	1
panniers        	0.0 	1
pannikin        	0.0 	1
panted          	0.0 	1
papal           	0.0 	1
papas           	0.0 	1
paradise        	0.0 	1
paramour        	0.0 	1
parao           	0.0 	1
parasol         	0.0 	1
pardner         	0.0 	1
pardonable      	0.0 	1
pare            	0.0 	1
parisian        	0.0 	1
parks           	0.0 	1
paroquet        	0.0 	1
parricides      	0.0 	1
parrishes       	0.0 	1
parsley         	0.0 	1
participants    	0.0 	1
participated    	0.0 	1
participation   	0.0 	1
partings        	0.0 	1
partisans       	0.0 	1
paschal         	0.0 	1
passable        	0.0 	1
passivity       	0.0 	1
pastes          	0.0 	1
pastness        	0.0 	1
patented        	0.0 	1
patricia        	0.0 	1
patrimony       	0.0 	1
patriot         	0.0 	1
patriots        	0.0 	1
patroller       	0.0 	1
pavilion        	0.0 	1
pavlograds      	0.0 	1
pavlovitch      	0.0 	1
payments        	0.0 	1
peabody         	0.0 	1
peaceable       	0.0 	1
peal            	0.0 	1
peals           	0.0 	1
pear            	0.0 	1
pease           	0.0 	1
pedestal        	0.0 	1
peeling         	0.0 	1
peered          	0.0 	1
peers           	0.0 	1
pegre           	0.0 	1
pegrenne        	0.0 	1
pekahiah        	0.0 	1
pelagia         	0.0 	1
peleus          	0.0 	1
pelt            	0.0 	1
pence           	0.0 	1
pending         	0.0 	1
penny           	0.0 	1
peonage         	0.0 	1
peppino         	0.0 	1
perambulators   	0.0 	1
perches         	0.0 	1
perdition       	0.0 	1
perfumed        	0.0 	1
pernounce       	0.0 	1
perpetually     	0.0 	1
perplexedly     	0.0 	1
persist         	0.0 	1
perspective     	0.0 	1
perspired       	0.0 	1
perusal         	0.0 	1
perusing        	0.0 	1
pest            	0.0 	1
peste           	0.0 	1
pestle          	0.0 	1
petes           	0.0 	1
petrel          	0.0 	1
petrol          	0.0 	1
peyton          	0.0 	1
phaedrus        	0.0 	1
phantasy        	0.0 	1
pharmacy        	0.0 	1
phasis          	0.0 	1
pheasant        	0.0 	1
phelim          	0.0 	1
phil            	0.0 	1
philadelphian   	0.0 	1
philanthropies  	0.0 	1
phillys         	0.0 	1
phlegmatic      	0.0 	1
phoenician      	0.0 	1
phone           	0.0 	1
phrixus         	0.0 	1
phrontis        	0.0 	1
phuts           	0.0 	1
pictorial       	0.0 	1
piedmont        	0.0 	1
pier            	0.0 	1
piercd          	0.0 	1
piero           	0.0 	1
pierres         	0.0 	1
pietro          	0.0 	1
piff            	0.0 	1
pigeoncotes     	0.0 	1
piglike         	0.0 	1
pigskin         	0.0 	1
pillowed        	0.0 	1
pinafore        	0.0 	1
pined           	0.0 	1
pinfeathers     	0.0 	1
pinioned        	0.0 	1
pinkertons      	0.0 	1
pinkus          	0.0 	1
pinnacle        	0.0 	1
pins            	0.0 	1
pinyon          	0.0 	1
piping          	0.0 	1
pipt            	0.0 	1
pistoles        	0.0 	1
pitcher         	0.0 	1
pithum          	0.0 	1
pitifulness     	0.0 	1
placid          	0.0 	1
plaintive       	0.0 	1
plaiting        	0.0 	1
plane           	0.0 	1
planets         	0.0 	1
plated          	0.0 	1
platterbaffs    	0.0 	1
players         	0.0 	1
plea            	0.0 	1
pleading        	0.0 	1
pleadings       	0.0 	1
pleas           	0.0 	1
pleasance       	0.0 	1
pleasanter      	0.0 	1
plebeianism     	0.0 	1
pledge          	0.0 	1
pleroma         	0.0 	1
pleurisy        	0.0 	1
plodded         	0.0 	1
ploughed        	0.0 	1
ploughing       	0.0 	1
pluck           	0.0 	1
plug            	0.0 	1
plume           	0.0 	1
po              	0.0 	1
pocketbook      	0.0 	1
pocketed        	0.0 	1
poco            	0.0 	1
poesy           	0.0 	1
poetess         	0.0 	1
poisond         	0.0 	1
poisons         	0.0 	1
poking          	0.0 	1
poklonny        	0.0 	1
poldoodystown   	0.0 	1
politicians     	0.0 	1
polities        	0.0 	1
polo            	0.0 	1
polonius        	0.0 	1
polytechnic     	0.0 	1
pomeroy         	0.0 	1
ponder          	0.0 	1
pong            	0.0 	1
poos            	0.0 	1
popcorn         	0.0 	1
popolo          	0.0 	1
populace        	0.0 	1
pored           	0.0 	1
pores           	0.0 	1
poring          	0.0 	1
porous          	0.0 	1
porphyry        	0.0 	1
portes          	0.0 	1
portland        	0.0 	1
porto           	0.0 	1
portrays        	0.0 	1
possessd        	0.0 	1
postern         	0.0 	1
posters         	0.0 	1
posthaste       	0.0 	1
potash          	0.0 	1
potassic        	0.0 	1
potassium       	0.0 	1
potion          	0.0 	1
potter          	0.0 	1
potum           	0.0 	1
pouches         	0.0 	1
pounce          	0.0 	1
pours           	0.0 	1
pout            	0.0 	1
powdered        	0.0 	1
powell          	0.0 	1
practiced       	0.0 	1
practitioner    	0.0 	1
praiseworthy    	0.0 	1
pram            	0.0 	1
prattle         	0.0 	1
pratzen         	0.0 	1
preached        	0.0 	1
precentors      	0.0 	1
precepts        	0.0 	1
precieuses      	0.0 	1
precinct        	0.0 	1
precipitancy    	0.0 	1
preferred       	0.0 	1
preliminaries   	0.0 	1
premonitory     	0.0 	1
prenticeship    	0.0 	1
prescribe       	0.0 	1
prescriptions   	0.0 	1
presides        	0.0 	1
presumptuous    	0.0 	1
pretendest      	0.0 	1
pretense        	0.0 	1
pretext         	0.0 	1
prettily        	0.0 	1
preys           	0.0 	1
prided          	0.0 	1
priesthood      	0.0 	1
primal          	0.0 	1
primavera       	0.0 	1
primer          	0.0 	1
principals      	0.0 	1
priscilla       	0.0 	1
probability     	0.0 	1
procedure       	0.0 	1
processions     	0.0 	1
procopius       	0.0 	1
prodding        	0.0 	1
prodigal        	0.0 	1
prodigies       	0.0 	1
productions     	0.0 	1
profanity       	0.0 	1
profitably      	0.0 	1
profligate      	0.0 	1
profusely       	0.0 	1
profusion       	0.0 	1
prohibit        	0.0 	1
prohibited      	0.0 	1
prohibition     	0.0 	1
projects        	0.0 	1
prokofyevna     	0.0 	1
proletariat     	0.0 	1
promising       	0.0 	1
promotive       	0.0 	1
pronounce       	0.0 	1
pronto          	0.0 	1
proposes        	0.0 	1
propre          	0.0 	1
prosaic         	0.0 	1
proscribed      	0.0 	1
proselyte       	0.0 	1
protectorate    	0.0 	1
protectors      	0.0 	1
protects        	0.0 	1
proverbial      	0.0 	1
providences     	0.0 	1
proving         	0.0 	1
provocator      	0.0 	1
prowled         	0.0 	1
prytaneum       	0.0 	1
psha            	0.0 	1
ptitsyn         	0.0 	1
ptolemy         	0.0 	1
publick         	0.0 	1
publisher       	0.0 	1
pucker          	0.0 	1
puddles         	0.0 	1
puerile         	0.0 	1
puncher         	0.0 	1
punctilious     	0.0 	1
punctuality     	0.0 	1
punish          	0.0 	1
punishes        	0.0 	1
pups            	0.0 	1
purify          	0.0 	1
purist          	0.0 	1
purporting      	0.0 	1
purposed        	0.0 	1
pursuance       	0.0 	1
pursuers        	0.0 	1
puttel          	0.0 	1
puttin          	0.0 	1
pye             	0.0 	1
pym             	0.0 	1
pyre            	0.0 	1
pythagoreans    	0.0 	1
quack           	0.0 	1
quaffed         	0.0 	1
quantrell       	0.0 	1
quarrels        	0.0 	1
quash           	0.0 	1
quasi           	0.0 	1
quench          	0.0 	1
quenched        	0.0 	1
quickeneth      	0.0 	1
quilters        	0.0 	1
quinci          	0.0 	1
quinson         	0.0 	1
qummukh         	0.0 	1
quoted          	0.0 	1
r               	0.0 	1
rabbits         	0.0 	1
rabbs           	0.0 	1
racketeers      	0.0 	1
rackets         	0.0 	1
radiophone      	0.0 	1
radomsky        	0.0 	1
radprop         	0.0 	1
rafter          	0.0 	1
rag             	0.0 	1
raghus          	0.0 	1
raid            	0.0 	1
raiders         	0.0 	1
raimented       	0.0 	1
raindrops       	0.0 	1
rajahs          	0.0 	1
rambler         	0.0 	1
rambles         	0.0 	1
rams            	0.0 	1
ramsay          	0.0 	1
ramses          	0.0 	1
ranch           	0.0 	1
rancorous       	0.0 	1
rant            	0.0 	1
ranzas          	0.0 	1
rap             	0.0 	1
raphael         	0.0 	1
rappers         	0.0 	1
rapscallions    	0.0 	1
rashid          	0.0 	1
ratchford       	0.0 	1
rath            	0.0 	1
rattle          	0.0 	1
ravening        	0.0 	1
ravines         	0.0 	1
ravishing       	0.0 	1
rawness         	0.0 	1
ray             	0.0 	1
razetta         	0.0 	1
realised        	0.0 	1
reaping         	0.0 	1
rebecca         	0.0 	1
rebukd          	0.0 	1
rebukes         	0.0 	1
receded         	0.0 	1
receptions      	0.0 	1
recognises      	0.0 	1
recollected     	0.0 	1
recollecting    	0.0 	1
recounted       	0.0 	1
recourse        	0.0 	1
recruits        	0.0 	1
rectify         	0.0 	1
rectum          	0.0 	1
redeeming       	0.0 	1
redemption      	0.0 	1
redheaded       	0.0 	1
redmans         	0.0 	1
redoubles       	0.0 	1
redoubling      	0.0 	1
reeder          	0.0 	1
reef            	0.0 	1
reelection      	0.0 	1
reeled          	0.0 	1
reels           	0.0 	1
reenforcements  	0.0 	1
reflective      	0.0 	1
refrained       	0.0 	1
reft            	0.0 	1
refutation      	0.0 	1
regale          	0.0 	1
register        	0.0 	1
regler          	0.0 	1
regretting      	0.0 	1
reject          	0.0 	1
rejoinder       	0.0 	1
relapses        	0.0 	1
relaxing        	0.0 	1
relevant        	0.0 	1
relic           	0.0 	1
relied          	0.0 	1
religions       	0.0 	1
relisted        	0.0 	1
relying         	0.0 	1
rememberest     	0.0 	1
remenyi         	0.0 	1
reminiscences   	0.0 	1
remnants        	0.0 	1
remorseful      	0.0 	1
remoter         	0.0 	1
removal         	0.0 	1
removd          	0.0 	1
removes         	0.0 	1
remuda          	0.0 	1
renders         	0.0 	1
reparation      	0.0 	1
repartees       	0.0 	1
reputations     	0.0 	1
requests        	0.0 	1
researches      	0.0 	1
resent          	0.0 	1
resentful       	0.0 	1
residential     	0.0 	1
resignd         	0.0 	1
resinous        	0.0 	1
resk            	0.0 	1
resolving       	0.0 	1
resorted        	0.0 	1
resorts         	0.0 	1
restive         	0.0 	1
restoreth       	0.0 	1
restowed        	0.0 	1
retainer        	0.0 	1
retarded        	0.0 	1
retzchs         	0.0 	1
revel           	0.0 	1
reveling        	0.0 	1
revelled        	0.0 	1
revelling       	0.0 	1
revenges        	0.0 	1
reverses        	0.0 	1
review          	0.0 	1
reviewer        	0.0 	1
revive          	0.0 	1
revolte         	0.0 	1
revolutionaries 	0.0 	1
revolutionist   	0.0 	1
revolutionists  	0.0 	1
rew             	0.0 	1
reweighed       	0.0 	1
rhapsodies      	0.0 	1
rheumatic       	0.0 	1
rheumatism      	0.0 	1
rhone           	0.0 	1
rhyme           	0.0 	1
rhymes          	0.0 	1
rhythmically    	0.0 	1
rib             	0.0 	1
richmond        	0.0 	1
riders          	0.0 	1
ridges          	0.0 	1
rinds           	0.0 	1
ringleader      	0.0 	1
ringmaster      	0.0 	1
ripening        	0.0 	1
rivalries       	0.0 	1
riverlike       	0.0 	1
roadside        	0.0 	1
roamed          	0.0 	1
roaring         	0.0 	1
robed           	0.0 	1
rodolfos        	0.0 	1
roerer          	0.0 	1
rogerss         	0.0 	1
roi             	0.0 	1
ronald          	0.0 	1
root            	0.0 	1
rosa            	0.0 	1
rosamun         	0.0 	1
rosebud         	0.0 	1
rosebush        	0.0 	1
rosseter        	0.0 	1
rossetti        	0.0 	1
rostovs         	0.0 	1
roths           	0.0 	1
roundabout      	0.0 	1
rovers          	0.0 	1
rowed           	0.0 	1
rowing          	0.0 	1
roxbury         	0.0 	1
ruapehu         	0.0 	1
rub             	0.0 	1
rubbers         	0.0 	1
rubenses        	0.0 	1
rubys           	0.0 	1
rue             	0.0 	1
ruggedos        	0.0 	1
ruining         	0.0 	1
ruma            	0.0 	1
rump            	0.0 	1
rustle          	0.0 	1
rut             	0.0 	1
ryo             	0.0 	1
sagittaire      	0.0 	1
saild           	0.0 	1
sailorman       	0.0 	1
saknussemm      	0.0 	1
saline          	0.0 	1
sallower        	0.0 	1
salone          	0.0 	1
salts           	0.0 	1
salutary        	0.0 	1
samaria         	0.0 	1
sampati         	0.0 	1
samson          	0.0 	1
sana            	0.0 	1
sanctess        	0.0 	1
sandal          	0.0 	1
sandford        	0.0 	1
sandyseal       	0.0 	1
saner           	0.0 	1
sans            	0.0 	1
sap             	0.0 	1
satan           	0.0 	1
satanic         	0.0 	1
satanical       	0.0 	1
sate            	0.0 	1
satiated        	0.0 	1
satisfier       	0.0 	1
saturated       	0.0 	1
saucer          	0.0 	1
sauromatae      	0.0 	1
sauveur         	0.0 	1
savagery        	0.0 	1
savings         	0.0 	1
savour          	0.0 	1
savours         	0.0 	1
scab            	0.0 	1
scales          	0.0 	1
scalps          	0.0 	1
scanning        	0.0 	1
scape           	0.0 	1
scaped          	0.0 	1
scapegraces     	0.0 	1
scaroons        	0.0 	1
scarred         	0.0 	1
sceptical       	0.0 	1
scepticism      	0.0 	1
sceura          	0.0 	1
scevra          	0.0 	1
scheiler        	0.0 	1
schloss         	0.0 	1
scholastic      	0.0 	1
schooldays      	0.0 	1
schooled        	0.0 	1
schoolmate      	0.0 	1
schoolroom      	0.0 	1
schulbergs      	0.0 	1
scientifically  	0.0 	1
scintillating   	0.0 	1
scolds          	0.0 	1
scores          	0.0 	1
scorned         	0.0 	1
scourge         	0.0 	1
scouted         	0.0 	1
scrapbooks      	0.0 	1
scraping        	0.0 	1
scrappin        	0.0 	1
scratch         	0.0 	1
scrawl          	0.0 	1
screw           	0.0 	1
scrubbed        	0.0 	1
scrutinised     	0.0 	1
scuffled        	0.0 	1
scummed         	0.0 	1
scurried        	0.0 	1
scutcheon       	0.0 	1
scuttling       	0.0 	1
sdeath          	0.0 	1
se              	0.0 	1
seamen          	0.0 	1
sear            	0.0 	1
searches        	0.0 	1
secesh          	0.0 	1
secretaries     	0.0 	1
sects           	0.0 	1
seducer         	0.0 	1
seduceth        	0.0 	1
seekest         	0.0 	1
seemd           	0.0 	1
seemly          	0.0 	1
seizes          	0.0 	1
selwyn          	0.0 	1
semi            	0.0 	1
semons          	0.0 	1
sence           	0.0 	1
senora          	0.0 	1
sensed          	0.0 	1
sensibly        	0.0 	1
sentenced       	0.0 	1
separating      	0.0 	1
sepulchre       	0.0 	1
sepulture       	0.0 	1
serena          	0.0 	1
sermon          	0.0 	1
servadacs       	0.0 	1
serves          	0.0 	1
serviceability  	0.0 	1
setebos         	0.0 	1
settee          	0.0 	1
settles         	0.0 	1
sevenfold       	0.0 	1
seventieth      	0.0 	1
severance       	0.0 	1
severely        	0.0 	1
severson        	0.0 	1
sewn            	0.0 	1
sexual          	0.0 	1
shabata         	0.0 	1
shakedown       	0.0 	1
shakespeares    	0.0 	1
shallum         	0.0 	1
shamefaced      	0.0 	1
shampooer       	0.0 	1
shapen          	0.0 	1
shapes          	0.0 	1
shapia          	0.0 	1
sharpst         	0.0 	1
shave           	0.0 	1
sheath          	0.0 	1
sheds           	0.0 	1
sheer           	0.0 	1
sheets          	0.0 	1
sheila          	0.0 	1
sherburn        	0.0 	1
sherburns       	0.0 	1
shere           	0.0 	1
shet            	0.0 	1
shew            	0.0 	1
shewd           	0.0 	1
shied           	0.0 	1
shifty          	0.0 	1
shiloh          	0.0 	1
shimerdas       	0.0 	1
shimmering      	0.0 	1
shoal           	0.0 	1
shoals          	0.0 	1
shod            	0.0 	1
shoddy          	0.0 	1
sholy           	0.0 	1
shooter         	0.0 	1
shopkeepers     	0.0 	1
shoplets        	0.0 	1
shoppy          	0.0 	1
shorter         	0.0 	1
shoutings       	0.0 	1
showring        	0.0 	1
shrewdness      	0.0 	1
shrieking       	0.0 	1
shrilly         	0.0 	1
shriveled       	0.0 	1
shrivelled      	0.0 	1
shrouded        	0.0 	1
shrunk          	0.0 	1
shucks          	0.0 	1
shuman          	0.0 	1
shuts           	0.0 	1
shutter         	0.0 	1
sibyl           	0.0 	1
sicut           	0.0 	1
sid             	0.0 	1
siddy           	0.0 	1
sidewalk        	0.0 	1
sidneys         	0.0 	1
sierra          	0.0 	1
sieve           	0.0 	1
sigmund         	0.0 	1
signaling       	0.0 	1
signifies       	0.0 	1
signor          	0.0 	1
sill            	0.0 	1
silverware      	0.0 	1
simmering       	0.0 	1
simulates       	0.0 	1
sine            	0.0 	1
singed          	0.0 	1
sinned          	0.0 	1
sinuhit         	0.0 	1
sioux           	0.0 	1
sippet          	0.0 	1
sirs            	0.0 	1
sitas           	0.0 	1
sitter          	0.0 	1
sitteth         	0.0 	1
sizzle          	0.0 	1
sizzled         	0.0 	1
skelly          	0.0 	1
skeptics        	0.0 	1
skew            	0.0 	1
skilfully       	0.0 	1
skilled         	0.0 	1
skimming        	0.0 	1
skint           	0.0 	1
skip            	0.0 	1
skull           	0.0 	1
skulls          	0.0 	1
skylarks        	0.0 	1
slacked         	0.0 	1
slackened       	0.0 	1
slammed         	0.0 	1
slapped         	0.0 	1
